Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-10-06,23.946,24.337,23.699,24.156,850500,0.0,0.0
2017-10-09,24.337,24.517,24.003,24.089,1277200,0.0,0.0
2017-10-10,24.327,24.451,23.918,23.937,828100,0.0,0.0
2017-10-11,24.07,24.974,23.937,24.793,1721800,0.0,0.0
2017-10-12,24.841,24.908,24.441,24.498,1315700,0.0,0.0
2017-10-13,24.889,24.946,24.451,24.546,1065300,0.0,0.0
2017-10-16,24.584,24.755,24.251,24.384,2019000,0.0,0.0
2017-10-17,24.451,24.922,24.365,24.822,877400,0.0,0.0
2017-10-18,24.879,24.879,24.184,24.289,957900,0.0,0.0
2017-10-19,24.194,24.46,23.794,24.346,989500,0.0,0.0
2017-10-20,24.422,24.708,24.27,24.451,718300,0.0,0.0
2017-10-23,24.593,24.708,23.861,23.918,955600,0.0,0.0
2017-10-24,24.041,24.435,23.737,24.251,744800,0.0,0.0
2017-10-25,24.27,24.441,23.223,23.984,987700,0.0,0.0
2017-10-26,24.003,24.137,23.589,23.994,1032200,0.0,0.0
2017-10-27,24.08,25.012,23.775,24.755,1720600,0.0,0.0
2017-10-30,24.746,25.146,24.508,24.946,1573500,0.0,0.0
2017-10-31,25.117,25.717,24.803,25.45,1306900,0.0,0.0
2017-11-01,25.659,25.659,25.06,25.507,1457900,0.0,0.0
2017-11-02,25.545,26.307,25.098,26.24,1693900,0.0,0.0
2017-11-03,26.221,26.573,25.564,25.707,2212100,0.0,0.0
2017-11-06,25.907,26.449,25.764,26.411,2465200,0.0,0.0
2017-11-07,26.421,26.64,25.393,25.602,3864300,0.0,0.0
2017-11-08,29.505,31.284,27.982,28.163,8148300,0.0,0.0
2017-11-09,27.734,28.305,26.811,27.182,3916700,0.0,0.0
2017-11-10,27.163,27.553,26.668,27.087,2676700,0.0,0.0
2017-11-13,26.887,27.791,26.792,27.306,2422100,0.0,0.0
2017-11-14,27.506,28.144,27.135,27.972,2606600,0.0,0.0
2017-11-15,27.81,28.039,27.392,27.744,1542600,0.0,0.0
2017-11-16,27.725,28.229,27.211,27.258,1484200,0.0,0.0
2017-11-17,27.249,27.687,27.087,27.43,1689400,0.0,0.0
2017-11-20,27.439,27.877,27.239,27.373,1040300,0.0,0.0
2017-11-21,27.496,28.715,27.487,28.334,1454100,0.0,0.0
2017-11-22,28.477,28.8,28.353,28.515,1009300,0.0,0.0
2017-11-24,28.591,29.495,28.572,29.419,723600,0.0,0.0
2017-11-27,29.505,29.543,28.819,29.133,1196800,0.0,0.0
2017-11-28,29.257,29.619,28.914,29.029,946600,0.0,0.0
2017-11-29,28.953,29.01,27.182,27.668,1976200,0.0,0.0
2017-11-30,27.734,28.391,27.701,27.982,1339900,0.0,0.0
2017-12-01,27.839,28.096,26.716,27.04,2203300,0.0,0.0
2017-12-04,27.354,27.791,26.259,26.859,3004300,0.0,0.0
2017-12-05,26.735,27.658,26.645,26.963,1011600,0.0,0.0
2017-12-06,26.973,27.706,26.973,27.296,1286000,0.0,0.0
2017-12-07,27.392,28.505,27.344,28.41,1567800,0.0,0.0
2017-12-08,28.8,28.905,27.925,27.963,1084800,0.0,0.0
2017-12-11,27.953,28.048,27.154,27.534,1038100,0.0,0.0
2017-12-12,27.487,27.849,26.916,27.001,885300,0.0,0.0
2017-12-13,27.011,27.42,27.011,27.22,1171800,0.0,0.0
2017-12-14,27.544,28.315,27.411,27.449,1680700,0.0,0.0
2017-12-15,27.782,28.229,27.487,28.01,1956600,0.0,0.0
2017-12-18,28.248,29.114,28.077,29.029,1384700,0.0,0.0
2017-12-19,30.123,30.133,29.143,29.343,1518300,0.0,0.0
2017-12-20,29.743,30.323,29.171,30.161,1355700,0.0,0.0
2017-12-21,30.314,30.513,29.819,30.371,1149200,0.0,0.0
2017-12-22,30.285,30.485,29.89,30.371,1004200,0.0,0.0
2017-12-26,30.228,30.371,29.876,30.152,859600,0.0,0.0
2017-12-27,30.066,30.599,29.638,30.066,1124300,0.0,0.0
2017-12-28,30.057,30.161,29.324,29.828,1047800,0.0,0.0
2017-12-29,29.866,30.085,29.647,29.8,856300,0.0,0.0
2018-01-02,29.98,31.075,29.98,30.818,2402700,0.0,0.0
2018-01-03,31.38,31.484,30.15,30.466,2038500,0.0,0.0
2018-01-04,30.78,30.925,29.999,30.58,1325300,0.0,0.0
2018-01-05,30.599,30.609,30.123,30.266,1020900,0.0,0.0
2018-01-08,30.266,30.637,30.019,30.542,696700,0.0,0.0
2018-01-09,30.704,30.808,30.124,30.685,1181100,0.0,0.0
2018-01-10,30.437,30.685,30.264,30.399,671300,0.0,0.0
2018-01-11,30.504,30.747,30.038,30.742,713900,0.0,0.0
2018-01-12,30.828,31.123,30.616,31.065,876700,0.0,0.0
2018-01-16,31.399,31.484,29.79,29.885,1679500,0.0,0.0
2018-01-17,29.99,30.171,29.514,30.028,885400,0.0,0.0
2018-01-18,29.847,30.095,29.358,30.076,1018000,0.0,0.0
2018-01-19,30.19,31.085,30.19,31.027,1650900,0.0,0.0
2018-01-22,31.075,32.312,30.59,32.198,1778100,0.0,0.0
2018-01-23,32.341,32.94,31.922,32.912,1343800,0.0,0.0
2018-01-24,32.998,33.074,31.722,31.913,2082200,0.0,0.0
2018-01-25,32.027,32.664,31.656,32.355,1087200,0.0,0.0
2018-01-26,32.531,33.064,32.293,33.055,772500,0.0,0.0
2018-01-29,33.026,33.578,32.455,33.454,1173100,0.0,0.0
2018-01-30,32.959,33.34,32.601,33.055,1693200,0.0,0.0
2018-01-31,33.407,33.697,32.845,33.255,1300300,0.0,0.0
2018-02-01,33.121,33.797,32.855,33.559,1474300,0.0,0.0
2018-02-02,33.312,33.789,32.979,33.036,1295800,0.0,0.0
2018-02-05,32.541,33.635,32.122,32.198,1979800,0.0,0.0
2018-02-06,31.418,32.693,30.837,31.656,2909200,0.0,0.0
2018-02-07,32.836,35.063,32.645,34.292,4831900,0.0,0.0
2018-02-08,34.501,34.91,31.798,31.979,4155300,0.0,0.0
2018-02-09,32.36,34.206,31.465,33.987,4297100,0.0,0.0
2018-02-12,34.187,36.643,33.74,36.157,4369500,0.0,0.0
2018-02-13,36.119,37.747,35.463,37.69,3564300,0.0,0.0
2018-02-14,37.928,40.431,37.568,39.888,6087000,0.0,0.0
2018-02-15,40.231,40.45,38.48,39.384,2720500,0.0,0.0
2018-02-16,39.241,40.612,39.213,39.555,2101800,0.0,0.0
2018-02-20,39.45,40.539,38.927,40.069,1826500,0.0,0.0
2018-02-21,38.975,41.421,38.879,39.888,2570500,0.0,0.0
2018-02-22,39.888,40.355,38.889,38.984,1533100,0.0,0.0
2018-02-23,39.327,40.031,39.175,39.879,2339400,0.0,0.0
2018-02-26,39.936,40.174,39.041,39.574,1299700,0.0,0.0
2018-02-27,39.536,39.665,37.89,38.137,1918800,0.0,0.0
2018-02-28,38.223,39.136,37.852,38.118,1690400,0.0,0.0
2018-03-01,38.023,38.375,36.89,37.423,2114600,0.0,0.0
2018-03-02,37.043,39.013,36.624,38.851,2423100,0.0,0.0
2018-03-05,39.022,39.798,38.318,39.698,1618500,0.0,0.0
2018-03-06,39.974,40.631,39.108,40.374,1627600,0.0,0.0
2018-03-07,40.088,42.016,39.641,41.697,2244600,0.0,0.0
2018-03-08,42.22,42.353,41.593,42.22,2146100,0.0,0.0
2018-03-09,41.82,42.658,41.763,42.629,1549900,0.0,0.0
2018-03-12,42.449,43.648,42.42,43.4,1525500,0.0,0.0
2018-03-13,43.562,43.781,42.087,43.238,1667000,0.0,0.0
2018-03-14,43.572,44.552,43.267,44.533,2787100,0.0,0.0
2018-03-15,43.743,44.523,43.629,44.457,1899900,0.0,0.0
2018-03-16,44.59,44.685,44.019,44.228,1467000,0.0,0.0
2018-03-19,43.971,44.457,42.572,43.448,2567600,0.0,0.0
2018-03-20,43.438,44.676,43.305,44.39,1612100,0.0,0.0
2018-03-21,43.905,44.162,43.01,43.495,2302000,0.0,0.0
2018-03-22,42.829,43.429,41.906,42.068,1419500,0.0,0.0
2018-03-23,41.935,43.648,41.877,42.391,1580200,0.0,0.0
2018-03-26,43.315,44.343,42.972,44.219,1716100,0.0,0.0
2018-03-27,44.58,44.828,41.716,42.096,2636900,0.0,0.0
2018-03-28,41.592,41.954,40.516,41.078,1946400,0.0,0.0
2018-03-29,41.297,42.867,40.973,42.296,1653600,0.0,0.0
2018-04-02,42.306,42.306,40.088,40.688,1991000,0.0,0.0
2018-04-03,40.773,41.297,39.907,40.136,2204600,0.0,0.0
2018-04-04,39.089,40.726,38.518,40.507,3635400,0.0,0.0
2018-04-05,41.049,41.221,40.008,40.707,1676500,0.0,0.0
2018-04-06,39.831,40.412,39.26,40.079,1145300,0.0,0.0
2018-04-09,40.535,42.163,40.527,41.325,1163700,0.0,0.0
2018-04-10,42.077,43.02,41.773,42.487,1572300,0.0,0.0
2018-04-11,42.173,42.801,41.773,41.782,880600,0.0,0.0
2018-04-12,42.163,42.629,41.887,42.601,1265800,0.0,0.0
2018-04-13,42.734,43.219,42.22,42.677,974700,0.0,0.0
2018-04-16,42.858,44.067,42.449,43.933,1092000,0.0,0.0
2018-04-17,44.447,46.303,44.133,45.77,2153300,0.0,0.0
2018-04-18,45.551,45.789,44.457,44.866,1269400,0.0,0.0
2018-04-19,44.609,45.104,44.209,44.438,1162300,0.0,0.0
2018-04-20,44.714,45.199,44.285,44.457,818000,0.0,0.0
2018-04-23,44.923,45.18,44.019,44.171,897300,0.0,0.0
2018-04-24,44.352,45.018,42.525,43.077,2369000,0.0,0.0
2018-04-25,43.21,43.296,42.088,43.153,1512600,0.0,0.0
2018-04-26,43.619,45.056,43.524,44.409,1283600,0.0,0.0
2018-04-27,44.733,45.132,43.562,43.791,1242200,0.0,0.0
2018-04-30,44.086,45.18,44.028,44.847,945100,0.0,0.0
2018-05-01,44.942,45.037,34.073,34.939,21515400,0.0,0.0
2018-05-02,34.787,35.548,32.693,32.912,14615200,0.0,0.0
2018-05-03,32.992,35.015,32.836,34.52,6421900,0.0,0.0
2018-05-04,34.482,35.015,33.045,33.14,4882300,0.0,0.0
2018-05-07,33.24,34.387,33.178,33.692,4111000,0.0,0.0
2018-05-08,33.797,34.806,33.426,34.568,4743200,0.0,0.0
2018-05-09,35.958,36.091,31.865,35.072,11363900,0.0,0.0
2018-05-10,35.872,37.661,35.691,37.033,7023900,0.0,0.0
2018-05-11,36.928,38.879,36.833,38.546,5128100,0.0,0.0
2018-05-14,38.603,39.498,36.157,36.253,3891600,0.0,0.0
2018-05-15,36.024,37.471,36.024,37.404,3396200,0.0,0.0
2018-05-16,37.252,37.937,37.023,37.775,2516500,0.0,0.0
2018-05-17,37.48,39.06,37.48,38.404,2120500,0.0,0.0
2018-05-18,38.28,39.194,38.194,38.784,2204500,0.0,0.0
2018-05-21,38.879,39.174,38.002,38.889,1735700,0.0,0.0
2018-05-22,38.737,39.327,38.013,38.089,1895400,0.0,0.0
2018-05-23,37.642,39.013,37.214,38.832,1608600,0.0,0.0
2018-05-24,38.832,39.536,38.594,39.279,1666300,0.0,0.0
2018-05-25,39.279,40.317,39.268,39.822,1645500,0.0,0.0
2018-05-29,39.298,39.974,38.261,38.87,2202000,0.0,0.0
2018-05-30,39.355,40.364,38.851,39.755,2278300,0.0,0.0
2018-05-31,39.593,40.421,39.136,39.165,2634300,0.0,0.0
2018-06-01,39.365,40.612,39.365,40.526,1855100,0.0,0.0
2018-06-04,40.64,40.64,39.565,40.298,1548000,0.0,0.0
2018-06-05,40.355,41.097,40.155,40.716,2058400,0.0,0.0
2018-06-06,40.84,41.164,40.022,40.535,1792000,0.0,0.0
2018-06-07,40.564,40.688,38.527,38.898,2452100,0.0,0.0
2018-06-08,38.775,39.822,38.67,39.517,1796900,0.0,0.0
2018-06-11,41.43,41.944,39.898,40.05,3138300,0.0,0.0
2018-06-12,40.05,42.149,40.05,41.287,2257500,0.0,0.0
2018-06-13,41.335,41.877,40.715,41.097,1647900,0.0,0.0
2018-06-14,41.202,41.944,41.116,41.344,1436700,0.0,0.0
2018-06-15,41.221,41.221,40.44,40.897,1522200,0.0,0.0
2018-06-18,40.488,41.858,40.269,41.763,1677600,0.0,0.0
2018-06-19,41.249,41.982,40.64,41.782,1337100,0.0,0.0
2018-06-20,41.992,42.249,40.84,40.935,1849000,0.0,0.0
2018-06-21,41.259,42.382,41.154,41.582,2670100,0.0,0.0
2018-06-22,41.459,41.64,40.136,40.65,3343600,0.0,0.0
2018-06-25,40.079,40.412,37.842,38.622,2626700,0.0,0.0
2018-06-26,38.689,39.422,38.346,38.404,2182800,0.0,0.0
2018-06-27,38.67,38.87,37.204,37.271,2173000,0.0,0.0
2018-06-28,37.128,37.604,36.443,37.28,2305400,0.0,0.0
2018-06-29,37.595,37.69,36.795,36.871,2069000,0.0,0.0
2018-07-02,36.3,37.68,35.853,37.576,2110300,0.0,0.0
2018-07-03,37.737,38.27,36.7,36.728,1323200,0.0,0.0
2018-07-05,37.023,37.528,36.519,37.252,2405200,0.0,0.0
2018-07-06,37.376,38.461,37.062,38.07,1512100,0.0,0.0
2018-07-09,38.28,38.499,37.268,37.899,1702300,0.0,0.0
2018-07-10,38.089,38.27,36.414,36.548,2512400,0.0,0.0
2018-07-11,35.929,36.938,35.529,36.253,2338100,0.0,0.0
2018-07-12,36.262,37.909,36.262,37.661,1995600,0.0,0.0
2018-07-13,37.661,38.499,36.786,37.014,1333500,0.0,0.0
2018-07-16,37.119,37.671,37.071,37.547,1130900,0.0,0.0
2018-07-17,37.233,37.975,36.966,37.956,1915000,0.0,0.0
2018-07-18,37.928,38.223,37.062,37.414,1407100,0.0,0.0
2018-07-19,37.119,37.737,37.071,37.1,1061400,0.0,0.0
2018-07-20,37.128,37.499,36.443,36.5,1244300,0.0,0.0
2018-07-23,36.548,37.147,35.958,36.995,1728100,0.0,0.0
2018-07-24,37.147,38.013,36.253,36.31,2100300,0.0,0.0
2018-07-25,36.414,38.037,36.205,37.832,1467700,0.0,0.0
2018-07-26,37.461,37.671,36.357,36.529,1850500,0.0,0.0
2018-07-27,36.719,36.814,34.996,35.415,1920900,0.0,0.0
2018-07-30,35.786,35.786,33.502,33.531,3061600,0.0,0.0
2018-07-31,33.721,34.73,33.521,34.378,2265800,0.0,0.0
2018-08-01,34.235,35.558,33.93,35.187,1986000,0.0,0.0
2018-08-02,35.139,36.367,34.901,36.214,2486500,0.0,0.0
2018-08-03,35.139,36.405,35.139,36.053,1196200,0.0,0.0
2018-08-06,36.786,36.786,35.253,36.557,3183000,0.0,0.0
